name,ages,location,id,desc,detail_url,total_open,age_max_year,age_max_month,age_max_week,age_min_year,age_description,days_of_week,time_range_landing_page,date_range_start,date_range_end,date_range,number,time_range
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62776,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62776,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Thu,5:30 PM - 6:00 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,68178,5:30 PM - 6:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,62777,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62777,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,7:30 PM - 8:00 PM,2024-02-06,2024-03-05,6 February 2024 to 5 March 2024,68179,7:30 PM - 8:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62786,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62786,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Thu,6:30 PM - 7:00 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,68188,6:30 PM - 7:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62782,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62782,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Thu,6:00 PM - 6:30 PM,2024-01-11,2024-03-07,11 January 2024 to 7 March 2024,68184,6:00 PM - 6:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62793,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62793,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,6:00 PM - 6:30 PM,2024-01-10,2024-03-27,10 January 2024 to 27 March 2024,68195,6:00 PM - 6:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62796,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62796,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,7:30 PM - 8:00 PM,2024-01-10,2024-03-27,10 January 2024 to 27 March 2024,68198,7:30 PM - 8:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62749,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62749,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,6:30 PM - 7:00 PM,2024-01-10,2024-03-06,10 January 2024 to 6 March 2024,68151,6:30 PM - 7:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62746,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62746,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,8:00 PM - 8:30 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68148,8:00 PM - 8:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62763,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62763,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,5:00 PM - 5:30 PM,2024-01-10,2024-03-06,10 January 2024 to 6 March 2024,68165,5:00 PM - 5:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62761,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62761,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,5:30 PM - 6:00 PM,2024-01-10,2024-03-06,10 January 2024 to 6 March 2024,68163,5:30 PM - 6:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62758,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62758,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,6:00 PM - 6:30 PM,2024-01-10,2024-03-06,10 January 2024 to 6 March 2024,68160,6:00 PM - 6:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62759,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62759,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Wed,5:30 PM - 6:00 PM,2024-01-10,2024-03-06,10 January 2024 to 6 March 2024,68161,5:30 PM - 6:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62732,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62732,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,7:00 PM - 7:30 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68134,7:00 PM - 7:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62729,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62729,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,6:30 PM - 7:00 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68131,6:30 PM - 7:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62743,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62743,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,8:00 PM - 8:30 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68145,8:00 PM - 8:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62739,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62739,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,7:30 PM - 8:00 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68141,7:30 PM - 8:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62737,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62737,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,7:30 PM - 8:00 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68139,7:30 PM - 8:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62719,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62719,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,6:30 PM - 7:00 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68121,6:30 PM - 7:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Nepean Sportsplex,62705,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62705,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,6:00 PM - 6:30 PM,2024-01-09,2024-03-05,9 January 2024 to 5 March 2024,68107,6:00 PM - 6:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62895,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62895,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,12:15 PM - 12:45 PM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68297,12:15 PM - 12:45 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62896,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62896,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,11:45 AM - 12:15 PM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68298,11:45 AM - 12:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62900,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62900,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,11:15 AM - 11:45 AM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68302,11:15 AM - 11:45 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62898,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62898,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,11:45 AM - 12:15 PM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68300,11:45 AM - 12:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62902,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62902,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,11:15 AM - 11:45 AM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68304,11:15 AM - 11:45 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62903,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62903,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,10:00 AM - 10:30 AM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68305,10:00 AM - 10:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62904,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62904,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,10:00 AM - 10:30 AM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68306,10:00 AM - 10:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62905,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62905,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,9:30 AM - 10:00 AM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68307,9:30 AM - 10:00 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62906,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62906,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,9:30 AM - 10:00 AM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68308,9:30 AM - 10:00 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62907,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62907,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,9:00 AM - 9:30 AM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68309,9:00 AM - 9:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62908,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62908,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,9:00 AM - 9:30 AM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68310,9:00 AM - 9:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62878,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62878,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,11:15 AM - 11:45 AM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68280,11:15 AM - 11:45 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62879,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62879,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,11:15 AM - 11:45 AM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68281,11:15 AM - 11:45 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62881,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62881,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,11:45 AM - 12:15 PM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68283,11:45 AM - 12:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62874,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62874,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,10:45 AM - 11:15 AM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68276,10:45 AM - 11:15 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62875,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62875,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,11:00 AM - 11:30 AM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68277,11:00 AM - 11:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62872,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62872,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,10:15 AM - 10:45 AM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68274,10:15 AM - 10:45 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62884,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62884,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,11:30 AM - Noon,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68286,11:30 AM - Noon
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62885,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62885,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,12:15 PM - 12:45 PM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68287,12:15 PM - 12:45 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62886,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62886,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,12:15 PM - 12:45 PM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68288,12:15 PM - 12:45 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62887,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62887,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,12:45 PM - 1:15 PM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68289,12:45 PM - 1:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62889,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62889,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sat,12:45 PM - 1:15 PM,2024-01-06,2024-03-23,6 January 2024 to 23 March 2024,68291,12:45 PM - 1:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62891,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62891,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,12:45 PM - 1:15 PM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68293,12:45 PM - 1:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Bob MacQuarrie Rec Cplx - Orléans,62892,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/62892,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,12:45 PM - 1:15 PM,2024-01-07,2024-03-24,7 January 2024 to 24 March 2024,68294,12:45 PM - 1:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63201,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63201,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Thu,7:30 PM - 8:00 PM,2024-02-08,2024-03-07,8 February 2024 to 7 March 2024,68603,7:30 PM - 8:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63202,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63202,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Fri,6:00 PM - 6:30 PM,2024-02-09,2024-03-08,9 February 2024 to 8 March 2024,68604,6:00 PM - 6:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63204,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63204,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Fri,5:30 PM - 6:00 PM,2024-02-09,2024-03-08,9 February 2024 to 8 March 2024,68606,5:30 PM - 6:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63227,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63227,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,10:00 AM - 10:30 AM,2024-02-11,2024-03-03,11 February 2024 to 3 March 2024,68629,10:00 AM - 10:30 AM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63229,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63229,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,2:45 PM - 3:15 PM,2024-02-11,2024-03-03,11 February 2024 to 3 March 2024,68631,2:45 PM - 3:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63225,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63225,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,2:45 PM - 3:15 PM,2024-01-14,2024-02-04,14 January 2024 to 4 February 2024,68627,2:45 PM - 3:15 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63212,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63212,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Fri,5:30 PM - 6:00 PM,2024-01-12,2024-02-02,12 January 2024 to 2 February 2024,68614,5:30 PM - 6:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63215,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63215,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Fri,6:00 PM - 6:30 PM,2024-01-12,2024-02-02,12 January 2024 to 2 February 2024,68617,6:00 PM - 6:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63218,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63218,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Mon,5:00 PM - 5:30 PM,2024-01-08,2024-01-29,8 January 2024 to 29 January 2024,68620,5:00 PM - 5:30 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63219,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63219,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Mon,5:30 PM - 6:00 PM,2024-01-08,2024-01-29,8 January 2024 to 29 January 2024,68621,5:30 PM - 6:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63220,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63220,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Tue,7:30 PM - 8:00 PM,2024-01-09,2024-01-30,9 January 2024 to 30 January 2024,68622,7:30 PM - 8:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63221,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63221,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Thu,7:30 PM - 8:00 PM,2024-01-11,2024-02-01,11 January 2024 to 1 February 2024,68623,7:30 PM - 8:00 PM
Swimming – Private Lessons Child,At least 3 but less than 18,Pinecrest Rec Cplx,63222,These lessons are designed to assist children to overcome a fear of the water or master a skill.  A certified instructor will work on a one to one basis.  This is not an 'earn a badge' program.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swimming-private-lessons-child/63222,1,18,0,0,3,"Age at least 3 yrs but less than 18 yrs,",Sun,10:00 AM - 10:30 AM,2024-01-14,2024-02-04,14 January 2024 to 4 February 2024,68624,10:00 AM - 10:30 AM
